group	individual	noise	subj_id	dataset	atlas
0.002868371708997352	0.03105432949601087	0.9660772987949918	sub-14	MDTB_ses1	MNISymPontine1
0.0009544348748382548	0.003276411332109097	0.9957691537930528	sub-15	MDTB_ses1	MNISymPontine1
0.0031478807232535686	0.014855786143103589	0.9819963331336429	sub-17	MDTB_ses1	MNISymPontine1
0.004076178722068374	0.0035781903335630237	0.9923456309443686	sub-18	MDTB_ses1	MNISymPontine1
0.0018082153865342386	0.0016786493878096496	0.9965131352256562	sub-19	MDTB_ses1	MNISymPontine1
0.005069364848704035	0.019578432359786613	0.9753522027915094	sub-20	MDTB_ses1	MNISymPontine1
0.0024024589459019485	0.0003046623845237216	0.9972928786695744	sub-21	MDTB_ses1	MNISymPontine1
0.0037293792749829744	0.006972901573998633	0.9892977191510183	sub-22	MDTB_ses1	MNISymPontine1
0.0029107086819903753	0.0055856928585616104	0.9915035984594479	sub-24	MDTB_ses1	MNISymPontine1
0.0016397210412281244	0.014413611399455713	0.9839466675593161	sub-25	MDTB_ses1	MNISymPontine1
0.002895614034712858	0.03189440633438489	0.9652099796309022	sub-26	MDTB_ses1	MNISymPontine1
0.005138385672106343	0.0026012273163097416	0.9922603870115838	sub-27	MDTB_ses1	MNISymPontine1
0.0031533544340910996	0.005801029387874074	0.9910456161780348	sub-28	MDTB_ses1	MNISymPontine1
0.0017951944424378845	0.004054683540826026	0.9941501220167361	sub-29	MDTB_ses1	MNISymPontine1
0.0021811852453481276	0.004991514033363892	0.9928273007212879	sub-30	MDTB_ses1	MNISymPontine1
0.002984941924820514	0.005874134960315914	0.9911409231148637	sub-31	MDTB_ses1	MNISymPontine1
0.006058127469021576	0.012296439834184762	0.9816454326967936	sub-02	MDTB_ses1	MNISymRedNucleus1
0.005837361856046499	-0.0013870216800302873	0.9955496598239838	sub-03	MDTB_ses1	MNISymRedNucleus1
0.0034178676317991557	0.009644209240184418	0.9869379231280164	sub-04	MDTB_ses1	MNISymRedNucleus1
0.010914287764998785	0.016947897566569753	0.9721378146684314	sub-06	MDTB_ses1	MNISymRedNucleus1
0.007220540590464241	0.00660181823082624	0.9861776411787095	sub-08	MDTB_ses1	MNISymRedNucleus1
0.005994350937218683	-0.0009716289717906489	0.9949772780345719	sub-09	MDTB_ses1	MNISymRedNucleus1
0.00758421765803204	0.010557855882511246	0.9818579264594567	sub-10	MDTB_ses1	MNISymRedNucleus1
0.007924219556696872	0.006434334955165186	0.9856414454881379	sub-12	MDTB_ses1	MNISymRedNucleus1
0.0060209828554145545	0.0012375464016484124	0.992741470742937	sub-14	MDTB_ses1	MNISymRedNucleus1
0.00485103183031973	0.0038926724505760762	0.9912562957191042	sub-15	MDTB_ses1	MNISymRedNucleus1
0.006991896711789598	0.009668872220655619	0.9833392310675547	sub-17	MDTB_ses1	MNISymRedNucleus1
0.011814854367112217	0.00834418205771047	0.9798409635751772	sub-18	MDTB_ses1	MNISymRedNucleus1
0.008378166734874825	0.008151480200958029	0.9834703530641671	sub-19	MDTB_ses1	MNISymRedNucleus1
0.009292609597546094	0.011004740486611408	0.9797026499158424	sub-20	MDTB_ses1	MNISymRedNucleus1
0.0017823070771250617	0.002470833846749021	0.9957468590761259	sub-21	MDTB_ses1	MNISymRedNucleus1
0.00960528924547424	0.008933880642921464	0.9814608301116042	sub-22	MDTB_ses1	MNISymRedNucleus1
0.005285633339734743	0.0058410427825664425	0.9888733238776989	sub-24	MDTB_ses1	MNISymRedNucleus1
0.0061063513358450726	0.005441963101449865	0.988451685562705	sub-25	MDTB_ses1	MNISymRedNucleus1
0.004540785543481954	0.0022921156617776548	0.9931670987947404	sub-26	MDTB_ses1	MNISymRedNucleus1
0.01173813439521869	0.016347068600268518	0.9719147970045127	sub-27	MDTB_ses1	MNISymRedNucleus1
0.005879107010245161	0.0032098306239114593	0.9909110623658434	sub-28	MDTB_ses1	MNISymRedNucleus1
0.005668549830477346	0.006271610335748392	0.9880598398337742	sub-29	MDTB_ses1	MNISymRedNucleus1
0.008667833845760402	0.019965651822154533	0.9713665143320852	sub-30	MDTB_ses1	MNISymRedNucleus1
0.004713771881521358	0.0055546300350100206	0.9897315980834686	sub-31	MDTB_ses1	MNISymRedNucleus1
0.0004690071649383428	0.0010391268313335153	0.9984918660037281	sub-02	MDTB_ses1	MNISymOlive1
0.0012989274340593458	-0.0017071019129189092	1.0004081744788595	sub-03	MDTB_ses1	MNISymOlive1
0.0017552043189729904	0.010533377903222074	0.987711417777805	sub-04	MDTB_ses1	MNISymOlive1
0.002418191491963601	-0.0039149466131085005	1.0014967551211449	sub-06	MDTB_ses1	MNISymOlive1
0.0018264068217413091	0.0029846830770484745	0.9951889101012102	sub-08	MDTB_ses1	MNISymOlive1
0.002187179392975782	0.006714524569936673	0.9910982960370875	sub-09	MDTB_ses1	MNISymOlive1
0.0024725580673489803	0.01462945814244981	0.9828979837902012	sub-10	MDTB_ses1	MNISymOlive1
0.0017945828188645626	-0.003491882141381781	1.001697299322517	sub-12	MDTB_ses1	MNISymOlive1
0.0017450770037456588	0.008781954406221088	0.9894729685900333	sub-14	MDTB_ses1	MNISymOlive1
0.0022909102996502913	0.002654724016346052	0.9950543656840037	sub-15	MDTB_ses1	MNISymOlive1
0.0019398150760425988	0.009055788577339971	0.9890043963466174	sub-17	MDTB_ses1	MNISymOlive1
0.002142329454740417	0.0008395586785548143	0.9970181118667047	sub-18	MDTB_ses1	MNISymOlive1
0.0024045912716956896	0.006818820646303809	0.9907765880820006	sub-19	MDTB_ses1	MNISymOlive1
0.003298169764334793	0.011306166523377695	0.9853956637122875	sub-20	MDTB_ses1	MNISymOlive1
0.0006642934581749469	-0.004576590938239278	1.0039122974800643	sub-21	MDTB_ses1	MNISymOlive1
0.002966965947180325	0.004209558685476173	0.9928234753673435	sub-22	MDTB_ses1	MNISymOlive1
0.0020513493428960263	-0.002532012177233557	1.0004806628343375	sub-24	MDTB_ses1	MNISymOlive1
0.0010305171687558362	0.002944331257181207	0.9960251515740629	sub-25	MDTB_ses1	MNISymOlive1
8.999533420719948e-05	0.014791305175560078	0.9851186994902328	sub-26	MDTB_ses1	MNISymOlive1
0.003719334752322699	0.0070814385712826	0.9891992266763947	sub-27	MDTB_ses1	MNISymOlive1
0.0026341324903502946	0.009719843442676962	0.9876460240669727	sub-28	MDTB_ses1	MNISymOlive1
0.001831799781875524	0.019804500893343922	0.9783636993247806	sub-29	MDTB_ses1	MNISymOlive1
0.0033101168772696776	0.008782457642381166	0.9879074254803492	sub-30	MDTB_ses1	MNISymOlive1
0.003633872576179974	0.004409435402563368	0.9919566920212567	sub-31	MDTB_ses1	MNISymOlive1
0.009536731754540529	0.01234853339540915	0.9781147348500504	sub-02	MDTB_ses2	MNISymDentate1
0.004070430239412726	-0.0041021734661074866	1.0000317432266947	sub-03	MDTB_ses2	MNISymDentate1
0.003151118800464982	0.0018627728611031052	0.9949861083384319	sub-04	MDTB_ses2	MNISymDentate1
0.006739538306055275	0.006652142079329691	0.986608319614615	sub-06	MDTB_ses2	MNISymDentate1
0.0016642259170831048	0.012142390720173596	0.9861933833627433	sub-08	MDTB_ses2	MNISymDentate1
0.004575242014320249	-0.0012608693219536555	0.9966856273076334	sub-09	MDTB_ses2	MNISymDentate1
0.003868591805193383	0.004138207190212763	0.9919932010045939	sub-10	MDTB_ses2	MNISymDentate1
0.007231232631325541	0.011750775114997156	0.9810179922536774	sub-12	MDTB_ses2	MNISymDentate1
0.006297153655042402	0.01196853185731343	0.9817343144876441	sub-14	MDTB_ses2	MNISymDentate1
0.004402807933086282	0.008611389431309343	0.9869858026356044	sub-15	MDTB_ses2	MNISymDentate1
0.006920960249407808	0.01528764089333933	0.9777913988572529	sub-17	MDTB_ses2	MNISymDentate1
0.0019576837907292082	0.0004486078690704775	0.9975937083402004	sub-18	MDTB_ses2	MNISymDentate1
0.005268587077911616	0.0008759943723418058	0.9938554185497466	sub-19	MDTB_ses2	MNISymDentate1
0.00631472916107232	0.003477359655304772	0.990207911183623	sub-20	MDTB_ses2	MNISymDentate1
0.005846954279947133	-0.0016457906039160685	0.9957988363239689	sub-21	MDTB_ses2	MNISymDentate1
0.006062097454191048	0.004819267133611695	0.9891186354121972	sub-22	MDTB_ses2	MNISymDentate1
0.004255252542222446	-0.0009724199274627756	0.9967171673852404	sub-24	MDTB_ses2	MNISymDentate1
0.008245460795535344	-0.0007546375085774206	0.9925091767130422	sub-25	MDTB_ses2	MNISymDentate1
0.00976217106493787	0.013143753696966045	0.9770940752380961	sub-26	MDTB_ses2	MNISymDentate1
0.00853808630873772	0.012653556033087734	0.9788083576581745	sub-27	MDTB_ses2	MNISymDentate1
0.005496854729994253	0.0016979689716118429	0.9928051762983938	sub-28	MDTB_ses2	MNISymDentate1
0.0019791995483246106	-0.0007254779600610643	0.9987462784117365	sub-29	MDTB_ses2	MNISymDentate1
-0.00020467253388656013	-0.0016552159714812134	1.0018598885053678	sub-30	MDTB_ses2	MNISymDentate1
0.0056516461702110915	0.0038812006381607573	0.9904671531916283	sub-31	MDTB_ses2	MNISymDentate1
0.058085432012617656	0.05810872912712724	0.8838058388602551	sub-02	MDTB_ses2	MNISymCereb2
0.03518559072398585	0.029774548805985127	0.9350398604700291	sub-03	MDTB_ses2	MNISymCereb2
0.02253469448053893	0.017944735050694684	0.9595205704687663	sub-04	MDTB_ses2	MNISymCereb2
0.08403982884449267	0.18367289597939085	0.7322872751761165	sub-06	MDTB_ses2	MNISymCereb2
0.046413333963876195	0.06656096618552639	0.8870256998505973	sub-08	MDTB_ses2	MNISymCereb2
0.05511613560001886	0.10644987118367742	0.8384339932163037	sub-09	MDTB_ses2	MNISymCereb2
0.0751051899896746	0.08118145572059993	0.8437133542897255	sub-10	MDTB_ses2	MNISymCereb2
0.056427511849172614	0.10156168422537924	0.842010803925448	sub-12	MDTB_ses2	MNISymCereb2
0.048118652367143216	0.08141878108218814	0.8704625665506687	sub-14	MDTB_ses2	MNISymCereb2
0.048724057327470524	0.069378518274526	0.8818974243980034	sub-15	MDTB_ses2	MNISymCereb2
0.05800988308642772	0.16208724456781834	0.779902872345754	sub-17	MDTB_ses2	MNISymCereb2
0.03547077360631639	0.026206855371322	0.9383223710223615	sub-18	MDTB_ses2	MNISymCereb2
0.06295987467216331	0.07961964910038768	0.857420476227449	sub-19	MDTB_ses2	MNISymCereb2
0.04171290352959592	0.051379674285180296	0.9069074221852238	sub-20	MDTB_ses2	MNISymCereb2
0.040794993722856616	0.018317262684017115	0.9408877435931263	sub-21	MDTB_ses2	MNISymCereb2
0.06791711649780587	0.1357949692501668	0.7962879142520273	sub-22	MDTB_ses2	MNISymCereb2
0.03725205198929898	0.033887881994712946	0.928860066015988	sub-24	MDTB_ses2	MNISymCereb2
0.06844794979011558	0.07556386372956146	0.855988186480323	sub-25	MDTB_ses2	MNISymCereb2
0.054780446557498155	0.09464500396397764	0.8505745494785242	sub-26	MDTB_ses2	MNISymCereb2
0.07783447731735552	0.16256443873286025	0.7596010839497842	sub-27	MDTB_ses2	MNISymCereb2
0.046401003709454484	0.0448169978565053	0.9087819984340402	sub-28	MDTB_ses2	MNISymCereb2
0.021764719086209073	0.04029350469278235	0.9379417762210085	sub-29	MDTB_ses2	MNISymCereb2
0.018479222291847397	0.016773479768724814	0.9647472979394278	sub-30	MDTB_ses2	MNISymCereb2
0.047519746776263264	0.043216257082783295	0.9092639961409534	sub-31	MDTB_ses2	MNISymCereb2
0.031099641638524654	0.03395913158657837	0.934941226774897	sub-02	MDTB_ses2	MNISymThalamus1
0.023111339531279	0.006254879688806834	0.9706337807799141	sub-03	MDTB_ses2	MNISymThalamus1
0.013740719576926236	-0.001809840815477597	0.9880691212385514	sub-04	MDTB_ses2	MNISymThalamus1
0.03341767091208796	0.02043418033608893	0.9461481487518232	sub-06	MDTB_ses2	MNISymThalamus1
0.02723618248696845	0.029806061028094747	0.9429577564849368	sub-08	MDTB_ses2	MNISymThalamus1
0.016579301776004363	0.004036410505109667	0.979384287718886	sub-09	MDTB_ses2	MNISymThalamus1
0.01913066803749868	0.005774714861343968	0.9750946171011574	sub-10	MDTB_ses2	MNISymThalamus1
0.022943877176721	0.013725040702163037	0.9633310821211161	sub-12	MDTB_ses2	MNISymThalamus1
0.02667490975101581	0.03694896820197665	0.9363761220470075	sub-14	MDTB_ses2	MNISymThalamus1
0.025256210901158118	0.012355112441187045	0.9623886766576549	sub-15	MDTB_ses2	MNISymThalamus1
0.02579242515900115	0.021726992908147544	0.9524805819328512	sub-17	MDTB_ses2	MNISymThalamus1
0.025179740952391744	0.013230990264592886	0.9615892687830154	sub-18	MDTB_ses2	MNISymThalamus1
0.026846763427626628	0.005200308533591138	0.9679529280387823	sub-19	MDTB_ses2	MNISymThalamus1
0.028507038449834012	0.018259596155030255	0.9532333653951357	sub-20	MDTB_ses2	MNISymThalamus1
0.024146512323089682	-0.0013308967992571312	0.9771843844761674	sub-21	MDTB_ses2	MNISymThalamus1
0.024105522041222453	0.01464227032079177	0.9612522076379858	sub-22	MDTB_ses2	MNISymThalamus1
0.02095424526130573	-0.0003784268321412516	0.9794241815708356	sub-24	MDTB_ses2	MNISymThalamus1
0.030099343295457	0.004061133685327081	0.9658395230192158	sub-25	MDTB_ses2	MNISymThalamus1
0.028819467698550007	0.0207132250658263	0.9504673072356237	sub-26	MDTB_ses2	MNISymThalamus1
0.032054291805560686	0.024661282195978254	0.943284425998461	sub-27	MDTB_ses2	MNISymThalamus1
0.019945269964931983	0.0023723337950202553	0.9776823962400478	sub-28	MDTB_ses2	MNISymThalamus1
0.013857923687276332	0.007007077647547894	0.9791349986651758	sub-29	MDTB_ses2	MNISymThalamus1
0.01753519949623844	0.005955915129285661	0.9765088853744759	sub-30	MDTB_ses2	MNISymThalamus1
0.01904219396773074	-0.0007316094661551446	0.9816894154984244	sub-31	MDTB_ses2	MNISymThalamus1
0.003068108107792035	0.003063749748529989	0.9938681421436779	sub-02	MDTB_ses2	MNISymPontine1
0.003250069589236278	0.006384280091760016	0.9903656503190038	sub-03	MDTB_ses2	MNISymPontine1
0.002080892656513631	0.001906700223863729	0.9960124071196226	sub-04	MDTB_ses2	MNISymPontine1
0.002439598147756205	0.009575112327374714	0.9879852895248691	sub-06	MDTB_ses2	MNISymPontine1
0.003643698828067996	0.03190916763188998	0.964447133540042	sub-08	MDTB_ses2	MNISymPontine1
0.0019249997754022818	0.00271680281364638	0.9953581974109513	sub-09	MDTB_ses2	MNISymPontine1
0.004391395420829831	0.004939346155044699	0.9906692584241255	sub-10	MDTB_ses2	MNISymPontine1
0.003434610130029207	0.008744781237172494	0.9878206086327984	sub-12	MDTB_ses2	MNISymPontine1
0.0024693823977298755	0.009983927181442668	0.9875466904208274	sub-14	MDTB_ses2	MNISymPontine1
0.0030143587974714565	0.005608006426374226	0.9913776347761544	sub-15	MDTB_ses2	MNISymPontine1
0.0035293889172954506	0.005678821902828501	0.9907917891798761	sub-17	MDTB_ses2	MNISymPontine1
0.0025896340549241186	0.005262536126254349	0.9921478298188215	sub-18	MDTB_ses2	MNISymPontine1
0.0021504536930616745	0.0033860414528611976	0.9944635048540772	sub-19	MDTB_ses2	MNISymPontine1
0.0025304138500114215	0.009808307967545605	0.987661278182443	sub-20	MDTB_ses2	MNISymPontine1
0.0036851779946457256	1.7411273253615806e-05	0.9962974107321008	sub-21	MDTB_ses2	MNISymPontine1
0.0030895138910575913	0.0055682652449659574	0.9913422208639764	sub-22	MDTB_ses2	MNISymPontine1
0.0024955571555400923	0.001588082172636628	0.9959163606718233	sub-24	MDTB_ses2	MNISymPontine1
0.0031783920403626186	0.0019954073357757794	0.9948262006238616	sub-25	MDTB_ses2	MNISymPontine1
0.0027751401361845373	0.009943069624216792	0.9872817902395987	sub-26	MDTB_ses2	MNISymPontine1
0.0066716340275957894	0.0217786929460477	0.9715496730263565	sub-27	MDTB_ses2	MNISymPontine1
0.0031630448010469005	0.006993430566402292	0.9898435246325509	sub-28	MDTB_ses2	MNISymPontine1
-0.0004047429238721082	0.01463975774094895	0.9857649851829232	sub-29	MDTB_ses2	MNISymPontine1
0.0006620421988558315	-0.0024182930386233547	1.0017562508397675	sub-30	MDTB_ses2	MNISymPontine1
0.0026018130705807115	0.0032756605775696706	0.9941225263518496	sub-31	MDTB_ses2	MNISymPontine1
0.010923763856847277	0.0056915541228879365	0.9833846820202647	sub-02	MDTB_ses2	MNISymRedNucleus1
0.008959554584732715	0.0014118092213946374	0.9896286361938726	sub-03	MDTB_ses2	MNISymRedNucleus1
0.004573497088293879	0.0007979852081173715	0.9946285177035887	sub-04	MDTB_ses2	MNISymRedNucleus1
0.007936296334693617	0.0011669196613009179	0.9908967840040055	sub-06	MDTB_ses2	MNISymRedNucleus1
0.008372490726419907	0.006234295490578798	0.9853932137830013	sub-08	MDTB_ses2	MNISymRedNucleus1
0.008766515666419481	0.0044485674891546565	0.9867849168444258	sub-09	MDTB_ses2	MNISymRedNucleus1
0.009658340730509725	0.003996058028865084	0.9863456012406252	sub-10	MDTB_ses2	MNISymRedNucleus1
0.010082108397823286	0.011161097913035942	0.9787567936891408	sub-12	MDTB_ses2	MNISymRedNucleus1
0.014177440808731465	0.029638194481827012	0.9561843647094416	sub-14	MDTB_ses2	MNISymRedNucleus1
0.00860884744245726	0.006445526827045021	0.9849456257304977	sub-15	MDTB_ses2	MNISymRedNucleus1
0.008273556104380887	0.009711276158273862	0.9820151677373453	sub-17	MDTB_ses2	MNISymRedNucleus1
0.005859182353823916	-0.0031512781048749173	0.997292095751051	sub-18	MDTB_ses2	MNISymRedNucleus1
0.007196761069798728	0.003384899502000728	0.9894183394282006	sub-19	MDTB_ses2	MNISymRedNucleus1
0.009561342735265394	0.0003088549483604868	0.9901298023163742	sub-20	MDTB_ses2	MNISymRedNucleus1
0.008488521466171002	0.0026290175139223647	0.9888824610199066	sub-21	MDTB_ses2	MNISymRedNucleus1
0.00947711336091489	4.76394759113748e-05	0.9904752471631738	sub-22	MDTB_ses2	MNISymRedNucleus1
0.008009836621162008	0.0038302871570124763	0.9881598762218254	sub-24	MDTB_ses2	MNISymRedNucleus1
0.012508767666030618	-0.002493104976878291	0.9899843373108477	sub-25	MDTB_ses2	MNISymRedNucleus1
0.007979949216810063	0.011385120605700334	0.9806349301774896	sub-26	MDTB_ses2	MNISymRedNucleus1
0.012943222001080073	0.016052291571509204	0.9710044864274108	sub-27	MDTB_ses2	MNISymRedNucleus1
0.005799050831537127	0.0036488560146299472	0.990552093153833	sub-28	MDTB_ses2	MNISymRedNucleus1
0.003860421608048196	0.0020229269108275783	0.9941166514811242	sub-29	MDTB_ses2	MNISymRedNucleus1
0.0036557564809805297	-0.0024334364526180634	0.9987776799716375	sub-30	MDTB_ses2	MNISymRedNucleus1
0.007614439688666007	-0.0011199239689604172	0.9935054842802944	sub-31	MDTB_ses2	MNISymRedNucleus1
0.0019404872867657206	0.004221125313163896	0.9938383874000704	sub-02	MDTB_ses2	MNISymOlive1
0.003173363648349304	-3.402224675893931e-05	0.9968606585984097	sub-03	MDTB_ses2	MNISymOlive1
0.0020476391057398266	9.104136466956027e-05	0.9978613195295906	sub-04	MDTB_ses2	MNISymOlive1
0.0017399793092512637	-0.00763070729117164	1.0058907279819203	sub-06	MDTB_ses2	MNISymOlive1
0.0008603223612586706	0.014600522428024933	0.9845391552107163	sub-08	MDTB_ses2	MNISymOlive1
0.0016577916586983476	0.007274576105833023	0.9910676322354687	sub-09	MDTB_ses2	MNISymOlive1
0.002787964200386027	0.007325572527863646	0.9898864632717502	sub-10	MDTB_ses2	MNISymOlive1
0.0020288844932628038	0.00396781446329806	0.9940033010434391	sub-12	MDTB_ses2	MNISymOlive1
0.0018521763752676014	-0.0005850986920822977	0.9987329223168147	sub-14	MDTB_ses2	MNISymOlive1
0.0011386944399290634	-0.003955182475248373	1.0028164880353194	sub-15	MDTB_ses2	MNISymOlive1
0.0032563046503471713	-9.487594313840943e-05	0.9968385712927912	sub-17	MDTB_ses2	MNISymOlive1
0.0010853083131084243	0.008888343126222201	0.9900263485606693	sub-18	MDTB_ses2	MNISymOlive1
0.0036397840178417993	0.00919225141693876	0.9871679645652195	sub-19	MDTB_ses2	MNISymOlive1
0.0022363955522340067	0.0120557940550267	0.9857078103927392	sub-20	MDTB_ses2	MNISymOlive1
0.0016344143035970256	0.009743384827247013	0.988622200869156	sub-21	MDTB_ses2	MNISymOlive1
0.0024979834139196564	-0.0010881027883850119	0.9985901193744653	sub-22	MDTB_ses2	MNISymOlive1
0.0018391571014662617	-0.006025805445451905	1.0041866483439856	sub-24	MDTB_ses2	MNISymOlive1
0.0020742787850602834	0.0032018793299938174	0.9947238418849459	sub-25	MDTB_ses2	MNISymOlive1
0.0020732497271305954	0.008776380667830439	0.989150369605039	sub-26	MDTB_ses2	MNISymOlive1
0.004302371422516091	0.002375960696484337	0.9933216678809995	sub-27	MDTB_ses2	MNISymOlive1
0.0020715217968304074	0.0020523221323057745	0.9958761560708639	sub-28	MDTB_ses2	MNISymOlive1
0.0005652057256327416	0.012698585258304381	0.9867362090160628	sub-29	MDTB_ses2	MNISymOlive1
-0.0006890995635545339	-0.00090587505603509	1.0015949746195896	sub-30	MDTB_ses2	MNISymOlive1
0.0016393421469462735	0.002140012391659015	0.9962206454613947	sub-31	MDTB_ses2	MNISymOlive1
